"Code";"Name";"Product types";"Year";"Value";"Measurement unit";"Attribute";
0000000;"POLAND";"natural chocolate plain - per 1kg";"2019";16,38;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"1999";0,37;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2000";0,38;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2001";0,35;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2002";0,32;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2003";0,30;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2004";0,29;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2005";0,27;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2006";0,28;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2007";0,29;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2008";0,30;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2009";0,30;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2010";0,31;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2011";0,38;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2012";0,40;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2013";0,41;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2014";0,40;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2015";0,40;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2016";0,39;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2017";0,40;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2018";0,41;"PLN";"";
0000000;"POLAND";"white table salt bagged - per 1kg";"2019";0,49;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"1999";0,21;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2000";0,20;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2001";0,00;"PLN";"#";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2002";0,00;"PLN";"#";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2003";0,00;"PLN";"#";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2004";0,00;"PLN";"#";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2005";0,18;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2006";0,19;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2007";0,23;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2008";0,22;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2009";0,29;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2010";0,27;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2011";0,27;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2012";0,41;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2013";0,35;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2014";0,28;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2015";0,30;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2016";0,25;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2017";0,34;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2018";0,33;"PLN";"";
0200000;"LOWER SILESIA";"fresh chicken eggs - per 1 pc.";"2019";0,31;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"1999";1,86;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2000";2,36;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2001";2,10;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2002";2,10;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2003";1,81;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2004";2,68;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2005";2,56;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2006";2,61;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2007";2,45;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2008";2,16;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2009";2,54;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2010";2,22;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2011";3,17;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2012";3,46;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2013";3,09;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2014";2,02;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2015";1,93;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2016";2,55;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2017";2,40;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2018";1,59;"PLN";"";
0200000;"LOWER SILESIA";"beet sugar white, bagged - per 1kg";"2019";1,63;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"1999";13,07;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2000";13,21;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2001";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2002";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2003";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2004";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2005";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2006";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2007";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2008";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2009";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2010";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2011";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2012";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2013";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2014";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2015";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2016";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2017";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2018";0,00;"PLN";"";
0200000;"LOWER SILESIA";"natural chocolate plain - per 1kg";"2019";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"1999";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2000";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2001";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2002";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2003";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2004";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2005";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2006";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2007";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2008";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2009";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2010";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2011";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2012";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2013";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2014";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2015";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2016";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2017";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2018";0,00;"PLN";"";
0200000;"LOWER SILESIA";"white table salt bagged - per 1kg";"2019";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"1999";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2000";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2001";0,00;"PLN";"#";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2002";0,00;"PLN";"#";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2003";0,00;"PLN";"#";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2004";0,00;"PLN";"#";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2005";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2006";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2007";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2008";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2009";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2010";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2011";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2012";0,41;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2013";0,30;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2014";0,30;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2015";0,28;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2016";0,25;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2017";0,34;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2018";0,31;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"fresh chicken eggs - per 1 pc.";"2019";0,29;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"1999";1,83;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2000";2,38;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2001";2,13;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2002";2,10;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2003";1,82;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2004";2,48;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2005";2,59;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2006";2,71;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2007";2,50;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2008";2,19;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2009";2,51;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2010";2,20;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2011";3,02;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2012";3,42;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2013";3,14;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2014";2,05;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2015";1,95;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2016";2,44;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2017";2,39;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2018";1,62;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"beet sugar white, bagged - per 1kg";"2019";1,76;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"1999";12,72;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2000";12,70;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2001";13,32;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2002";13,69;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2003";14,08;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2004";0,00;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2005";12,87;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2006";12,65;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2007";12,88;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2008";13,21;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2009";13,45;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2010";14,49;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2011";14,32;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2012";13,10;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2013";13,81;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2014";14,03;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2015";14,74;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2016";16,26;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2017";15,76;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2018";14,94;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"natural chocolate plain - per 1kg";"2019";15,47;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"1999";0,32;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2000";0,33;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2001";0,28;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2002";0,29;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2003";0,29;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2004";0,29;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2005";0,27;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2006";0,27;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2007";0,30;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2008";0,31;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2009";0,32;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2010";0,32;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2011";0,39;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2012";0,40;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2013";0,42;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2014";0,40;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2015";0,39;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2016";0,40;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2017";0,41;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2018";0,42;"PLN";"";
0400000;"KUYAVIA-POMERANIA";"white table salt bagged - per 1kg";"2019";0,50;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"1999";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2000";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2001";0,00;"PLN";"#";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2002";0,00;"PLN";"#";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2003";0,00;"PLN";"#";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2004";0,00;"PLN";"#";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2005";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2006";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2007";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2008";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2009";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2010";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2011";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2012";0,00;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2013";0,31;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2014";0,31;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2015";0,31;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2016";0,28;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2017";0,35;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2018";0,32;"PLN";"";
0600000;"LUBLIN";"fresh chicken eggs - per 1 pc.";"2019";0,28;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"1999";1,86;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2000";2,39;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2001";2,14;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2002";2,11;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2003";1,89;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2004";2,64;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2005";2,54;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2006";2,56;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2007";2,44;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2008";2,30;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2009";2,51;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2010";0,00;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2011";0,00;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2012";0,00;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2013";0,00;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2014";0,00;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2015";0,00;"PLN";"";
0600000;"LUBLIN";"beet sugar white, bagged - per 1kg";"2016";0,00;"PLN";"";
